"country" "taxRich" "religiousLaw" "freeElection" "helpUnemp" "armyTakesOver" "civilRights" "equalIncome" "obeyRulers" "genderEquality" "importance"
"3962" "Germany" 5 1 10 10 10 10 3 1 10 10
"3963" "Germany" 3 1 10 6 1 10 4 10 10 1
"3964" "Germany" 9 2 10 10 2 8 3 1 10 10
"3965" "Germany" 10 1 10 10 1 10 1 1 10 10
"3966" "Germany" 10 1 10 10 6 10 8 1 10 9
"3967" "Germany" 10 1 10 10 1 10 1 1 10 10
"3968" "Germany" 10 1 10 10 1 10 10 1 10 10
"3969" "Germany" 10 3 10 10 3 10 5 2 9 10
"3970" "Germany" 7 1 10 10 1 10 10 1 10 10
"3971" "Germany" 8 2 10 10 4 10 6 3 10 10
"3972" "Germany" 7 2 10 3 2 10 2 3 10 10
"3973" "Germany" 10 1 10 10 8 10 10 7 10 10
"3974" "Germany" 10 1 10 8 1 10 8 7 10 10
"3975" "Germany" 10 8 8 9 8 6 5 5 10 10
"3976" "Germany" 10 1 10 10 1 1 5 1 10 10
"3977" "Germany" 8 1 10 8 4 10 4 1 10 10
"3978" "Germany" 9 1 4 7 1 10 2 1 10 10
"3979" "Germany" 3 1 10 5 1 10 1 1 10 10
"3980" "Germany" 7 1 10 9 1 10 1 1 3 10
"3981" "Germany" 10 1 10 10 9 10 7 1 10 10
"3982" "Germany" 9 1 10 9 1 10 9 1 10 10
"3983" "Germany" 8 3 10 7 4 8 5 5 10 8
"3984" "Germany" 5 1 10 10 1 10 10 5 10 10
"3985" "Germany" 8 1 10 8 1 10 7 4 10 9
"3986" "Germany" 9 2 10 8 1 10 4 1 10 7
"3987" "Germany" 4 1 10 10 1 10 1 1 10 10
"3988" "Germany" 6 2 10 8 2 10 10 2 10 10
"3989" "Germany" 5 1 10 1 1 1 1 1 10 10
"3990" "Germany" 7 2 10 4 1 9 3 1 10 8
"3991" "Germany" 10 1 10 10 1 10 10 1 10 10
"3992" "Germany" 2 1 10 4 1 10 6 3 8 8
"3993" "Germany" 10 2 10 10 2 10 3 1 10 10
"3994" "Germany" 9 1 9 8 1 9 7 1 10 8
"3995" "Germany" 5 1 10 10 2 2 8 1 10 10
"3996" "Germany" 10 1 10 10 1 5 1 1 10 10
"3997" "Germany" 8 1 10 10 2 10 2 1 10 10
"3998" "Germany" 4 6 2 8 1 5 3 3 9 9
"3999" "Germany" 5 1 10 10 3 3 7 3 10 10
"4000" "Germany" 8 9 10 10 1 8 2 1 10 10
"4001" "Germany" 10 1 10 10 1 1 10 1 10 10
"4002" "Germany" 10 1 10 10 1 10 10 1 1 10
"4003" "Germany" 7 1 10 8 1 10 3 1 10 10
"4004" "Germany" 9 1 10 7 1 10 3 2 10 10
"4005" "Germany" 1 1 10 3 2 9 1 3 9 7
"4006" "Germany" 6 1 10 7 1 10 6 1 10 10
"4007" "Germany" 8 1 10 6 1 8 5 2 9 9
"4008" "Germany" 10 1 10 10 1 10 10 1 10 10
"4009" "Germany" 8 5 7 9 5 8 9 5 10 10
"4010" "Germany" 7 1 7 8 1 7 7 2 10 9
"4011" "Germany" 4 1 10 10 1 10 5 1 10 10
"4012" "Germany" 5 2 9 7 4 8 8 7 10 9
"4013" "Germany" 1 1 10 3 2 10 7 4 10 6
"4014" "Germany" 10 1 10 7 3 8 10 1 10 3
"4015" "Germany" 10 2 10 8 2 4 5 2 8 10
"4016" "Germany" 8 1 10 2 1 8 8 1 10 8
"4017" "Germany" 10 1 9 8 1 9 10 1 10 10
"4018" "Germany" 1 10 10 5 1 10 5 3 10 7
"4019" "Germany" 3 1 10 10 5 8 8 1 10 5
"4020" "Germany" 8 2 10 8 1 9 9 1 10 10
"4021" "Germany" 5 1 10 10 5 1 10 1 10 8
"4022" "Germany" 4 5 4 4 7 5 5 5 5 5
"4023" "Germany" 6 1 9 8 2 9 7 2 9 8
"4024" "Germany" 7 3 8 7 3 8 7 1 9 6
"4025" "Germany" 9 1 10 10 1 9 9 1 10 10
"4026" "Germany" 10 1 10 5 1 10 1 1 10 5
"4027" "Germany" 9 2 10 9 2 2 10 1 10 9
"4028" "Germany" 10 1 10 10 1 10 6 1 10 10
"4029" "Germany" 6 1 8 3 2 2 2 1 10 8
"4030" "Germany" 9 3 8 9 4 9 3 1 10 9
"4031" "Germany" 3 1 10 8 1 10 7 1 10 9
"4032" "Germany" 8 1 10 10 2 10 7 1 10 10
"4033" "Germany" 4 1 10 5 1 10 1 1 10 10
"4034" "Germany" 10 2 3 8 1 1 8 1 10 10
"4035" "Germany" 5 10 10 10 5 5 10 10 10 10
"4036" "Germany" 7 1 10 8 1 3 6 7 10 10
"4037" "Germany" 4 2 10 8 1 9 4 8 2 9
"4038" "Germany" 3 1 10 8 10 10 2 1 10 10
"4039" "Germany" 9 2 10 8 1 10 8 1 10 10
"4040" "Germany" 6 1 10 1 1 4 1 1 10 10
"4041" "Germany" 6 1 10 1 1 10 1 1 10 9
"4042" "Germany" 10 1 10 10 3 10 7 1 10 10
"4043" "Germany" 10 1 10 10 1 10 10 1 10 10
"4044" "Germany" 6 1 5 4 7 4 5 7 4 7
"4045" "Germany" 6 1 10 7 1 10 6 1 10 10
"4046" "Germany" 7 1 10 9 5 9 5 1 9 10
"4047" "Germany" 5 1 10 8 1 8 4 1 10 9
"4048" "Germany" 8 1 10 6 1 10 6 1 10 10
"4049" "Germany" 9 1 10 10 1 10 10 1 10 10
"4050" "Germany" 7 1 10 10 8 10 5 1 10 9
"4051" "Germany" 1 8 1 3 5 6 4 3 1 10
"4052" "Germany" 8 2 8 8 2 9 9 2 10 9
"4053" "Germany" 10 1 10 6 1 10 10 1 10 8
"4054" "Germany" 7 1 10 8 1 10 7 1 10 10
"4055" "Germany" 6 1 10 7 1 10 7 1 10 10
"4056" "Germany" 9 4 10 6 1 4 9 1 9 9
"4057" "Germany" 10 1 10 10 1 10 1 1 10 10
"4058" "Germany" 4 1 9 5 1 10 10 1 10 10
"4059" "Germany" 10 4 10 10 1 10 2 1 10 10
"4060" "Germany" 5 1 10 7 1 10 6 1 10 10
"4061" "Germany" 4 1 10 8 5 8 9 1 10 10
"4062" "Germany" 5 1 10 6 1 10 3 2 10 10
"4063" "Germany" 9 1 10 9 1 10 4 1 10 10
"4064" "Germany" 4 1 9 5 1 7 7 1 10 10
"4065" "Germany" 8 1 10 10 1 10 8 1 10 10
"4066" "Germany" 7 1 10 8 5 8 6 1 8 9
"4067" "Germany" 9 1 10 10 1 10 10 1 10 10
"4068" "Germany" 5 1 10 10 5 5 4 1 10 10
"4069" "Germany" 7 1 10 8 5 9 6 1 8 8
"4070" "Germany" 1 3 9 5 2 3 1 5 8 10
"4071" "Germany" 9 1 10 9 9 7 7 2 10 8
"4072" "Germany" 5 1 10 8 5 9 9 3 10 10
"4073" "Germany" 5 1 10 7 6 8 5 1 10 8
"4074" "Germany" 10 6 8 7 6 8 10 5 10 7
"4075" "Germany" 5 1 10 7 5 10 6 1 8 10
"4076" "Germany" 10 10 10 10 10 10 2 5 10 10
"4077" "Germany" 8 1 10 8 5 8 7 1 10 10
"4078" "Germany" 7 1 10 7 5 8 7 1 10 8
"4079" "Germany" 8 1 10 8 1 10 8 1 10 10
"4080" "Germany" 2 1 5 10 10 5 10 1 10 5
"4081" "Germany" 8 1 10 10 1 10 5 1 10 10
"4082" "Germany" 9 3 10 10 1 9 2 1 10 10
"4083" "Germany" 8 1 10 10 1 10 8 1 10 10
"4084" "Germany" 4 1 10 8 1 9 2 1 10 10
"4085" "Germany" 6 1 8 8 7 8 3 8 10 8
"4086" "Germany" 6 1 10 10 1 7 10 1 10 10
"4087" "Germany" 5 1 10 5 1 10 2 1 10 8
"4088" "Germany" 6 2 10 7 3 5 3 1 10 10
"4089" "Germany" 6 1 10 10 1 10 3 1 10 10
"4090" "Germany" 9 1 10 10 1 10 10 1 10 10
"4091" "Germany" 6 1 10 7 1 10 2 1 10 10
"4092" "Germany" 8 1 10 10 1 10 1 1 10 3
"4093" "Germany" 10 2 8 7 2 9 7 1 10 6
"4094" "Germany" 5 5 10 10 10 10 10 10 10 10
"4095" "Germany" 10 8 10 10 10 10 10 1 10 10
"4096" "Germany" 1 1 10 8 10 10 7 1 10 10
"4097" "Germany" 6 1 10 10 1 10 10 1 10 10
"4098" "Germany" 9 1 10 2 1 10 3 2 10 9
"4099" "Germany" 10 1 10 10 1 10 7 1 10 10
"4100" "Germany" 8 1 10 8 6 10 9 1 10 10
"4101" "Germany" 10 1 10 10 10 10 10 10 10 10
"4102" "Germany" 6 1 10 6 1 10 3 1 10 8
"4103" "Germany" 10 1 10 10 1 10 10 1 10 10
"4104" "Germany" 10 1 10 10 1 10 10 1 10 10
"4105" "Germany" 9 2 10 9 3 8 6 3 10 10
"4106" "Germany" 10 1 10 7 2 6 9 2 10 9
"4107" "Germany" 7 1 10 7 2 10 7 1 10 8
"4108" "Germany" 8 1 10 10 1 10 7 1 10 10
"4109" "Germany" 7 1 10 8 1 8 6 3 10 10
"4110" "Germany" 10 1 10 10 1 10 1 1 10 10
"4111" "Germany" 9 1 10 9 1 10 2 1 10 9
"4112" "Germany" 7 1 10 7 1 10 1 1 10 10
"4113" "Germany" 10 1 10 10 1 10 9 1 10 10
"4114" "Germany" 7 1 10 8 6 10 10 1 10 10
"4115" "Germany" 8 1 10 10 1 10 3 1 10 10
"4116" "Germany" 8 1 10 8 1 10 8 1 10 10
"4117" "Germany" 7 1 10 4 1 10 8 1 10 4
"4118" "Germany" 8 1 10 7 1 10 3 1 10 10
"4119" "Germany" 3 1 10 8 1 10 7 1 10 10
"4120" "Germany" 7 1 10 6 1 10 1 1 10 9
"4121" "Germany" 6 1 10 7 1 9 1 1 10 10
"4122" "Germany" 2 1 10 7 1 8 7 1 10 8
"4123" "Germany" 6 1 10 7 1 7 1 1 10 9
"4124" "Germany" 7 1 10 5 1 9 2 1 10 10
"4125" "Germany" 7 1 10 10 1 10 2 1 10 10
"4126" "Germany" 5 1 10 8 1 8 2 1 10 10
"4127" "Germany" 6 1 10 10 1 10 8 1 10 10
"4128" "Germany" 9 1 10 9 2 8 4 1 10 10
"4129" "Germany" 4 2 10 5 2 8 5 3 9 10
"4130" "Germany" 1 1 1 7 6 10 5 1 10 10
"4131" "Germany" 4 10 10 8 1 10 3 1 10 10
"4132" "Germany" 8 1 8 8 8 7 8 8 10 10
"4133" "Germany" 6 1 10 10 2 10 6 4 5 10
"4134" "Germany" 10 1 5 5 1 10 1 1 10 10
"4135" "Germany" 7 1 10 5 1 10 7 1 10 10
"4136" "Germany" 10 1 10 5 1 7 10 1 10 10
"4137" "Germany" 5 6 8 9 5 7 8 7 9 8
"4138" "Germany" 6 1 8 8 1 1 6 7 8 9
"4139" "Germany" 7 2 10 7 1 9 8 3 10 9
"4140" "Germany" 5 2 9 5 2 8 5 3 7 8
"4141" "Germany" 8 1 9 8 1 2 7 1 1 10
"4142" "Germany" 8 1 1 2 1 9 4 1 9 10
"4143" "Germany" 3 1 10 4 2 9 4 2 8 9
"4144" "Germany" 2 1 10 6 10 10 6 1 10 8
"4145" "Germany" 7 6 10 10 5 8 8 1 10 10
"4146" "Germany" 8 1 10 10 1 10 5 1 10 10
"4147" "Germany" 5 1 10 10 1 10 3 1 10 10
"4148" "Germany" 1 1 10 5 1 10 1 1 10 5
"4149" "Germany" 7 2 10 8 1 7 6 2 10 9
"4150" "Germany" 7 1 1 8 1 10 3 1 10 10
"4151" "Germany" 9 1 1 1 1 1 4 1 1 10
"4152" "Germany" 5 5 10 10 1 1 1 5 10 10
"4153" "Germany" 9 1 10 7 1 10 5 2 10 9
"4154" "Germany" 1 1 10 1 1 10 1 1 10 10
"4155" "Germany" 5 1 10 10 1 1 7 1 10 10
"4156" "Germany" 7 1 10 10 4 10 10 1 10 10
"4157" "Germany" 9 1 10 10 1 10 7 1 6 9
"4158" "Germany" 10 2 9 9 2 6 6 5 10 10
"4159" "Germany" 9 1 10 10 1 10 7 1 10 9
"4160" "Germany" 5 1 10 10 1 9 9 1 10 7
"4161" "Germany" 7 1 9 8 5 8 3 2 10 10
"4162" "Germany" 10 1 10 10 1 10 7 1 10 10
"4163" "Germany" 10 1 10 10 3 8 6 2 10 10
"4164" "Germany" 8 1 10 9 1 9 3 1 10 9
"4165" "Germany" 7 1 7 6 3 7 5 3 10 6
"4166" "Germany" 9 1 10 8 5 5 6 1 10 8
"4167" "Germany" 8 1 10 8 3 10 5 3 10 10
"4168" "Germany" 10 1 10 10 1 10 8 1 10 10
"4169" "Germany" 4 1 10 7 1 8 8 1 10 10
"4170" "Germany" 10 1 10 1 1 10 6 1 10 10
"4171" "Germany" 8 2 10 7 4 9 8 2 10 8
"4172" "Germany" 10 1 10 8 1 10 8 1 10 10
"4173" "Germany" 10 2 10 10 8 10 8 5 10 7
"4174" "Germany" 5 1 10 10 6 8 1 1 10 10
"4175" "Germany" 6 1 8 10 2 8 9 2 10 10
"4176" "Germany" 6 1 10 10 4 9 10 1 10 10
"4177" "Germany" 9 1 10 10 1 10 8 1 10 9
"4178" "Germany" 10 1 10 10 1 10 10 1 10 9
"4179" "Germany" 2 1 10 1 1 10 2 1 9 10
"4180" "Germany" 7 3 10 8 2 10 7 6 10 8
"4181" "Germany" 8 3 10 4 5 9 8 3 10 10
"4182" "Germany" 6 4 10 10 1 7 6 1 10 9
"4183" "Germany" 8 1 9 8 1 7 7 4 9 10
"4184" "Germany" 8 3 10 8 1 7 3 4 5 8
"4185" "Germany" 8 1 10 8 8 10 6 3 10 8
"4186" "Germany" 6 3 8 8 4 5 6 2 10 6
"4187" "Germany" 1 6 6 8 8 3 3 1 10 9
"4188" "Germany" 7 6 5 6 3 8 9 7 9 8
"4189" "Germany" 8 3 10 8 5 10 10 2 10 10
"4190" "Germany" 5 3 3 6 7 6 7 3 10 10
"4191" "Germany" 5 3 8 8 3 8 5 3 9 8
"4192" "Germany" 5 2 10 10 2 5 8 1 10 8
"4193" "Germany" 5 1 10 10 1 8 10 1 10 10
"4194" "Germany" 8 1 10 10 1 10 7 1 10 9
"4195" "Germany" 7 1 10 8 1 8 5 1 9 8
"4196" "Germany" 3 4 2 4 7 8 4 5 7 7
"4197" "Germany" 2 6 7 4 8 6 5 7 7 4
"4198" "Germany" 4 6 6 7 3 8 4 6 7 5
"4199" "Germany" 4 6 7 8 2 8 8 4 9 8
"4200" "Germany" 8 8 5 6 4 9 7 5 7 7
"4201" "Germany" 8 4 8 8 8 6 5 2 4 7
"4202" "Germany" 8 6 7 8 8 6 2 9 9 8
"4203" "Germany" 4 6 6 8 2 8 8 6 6 5
"4204" "Germany" 8 6 5 6 6 3 7 4 7 7
"4205" "Germany" 6 5 4 6 7 4 7 3 9 8
"4206" "Germany" 3 5 5 4 8 5 5 7 3 8
"4207" "Germany" 4 3 4 5 4 6 7 7 3 7
"4208" "Germany" 6 7 6 7 4 5 6 7 5 8
"4209" "Germany" 5 6 3 4 5 3 7 6 10 7
"4210" "Germany" 10 1 10 10 2 9 6 1 10 10
"4211" "Germany" 10 1 10 8 1 10 1 1 10 10
"4212" "Germany" 10 3 8 10 3 7 2 7 8 9
"4213" "Germany" 8 5 10 9 1 9 6 1 8 8
"4214" "Germany" 1 1 10 6 1 10 1 1 10 9
"4215" "Germany" 6 1 10 8 1 9 6 1 10 10
"4216" "Germany" 5 1 10 7 1 4 5 1 9 10
"4217" "Germany" 10 1 10 5 1 10 8 1 10 10
"4218" "Germany" 8 1 10 10 1 10 9 1 10 10
"4219" "Germany" 8 1 10 8 1 10 6 1 10 10
"4220" "Germany" 10 1 10 5 1 10 10 1 10 7
"4221" "Germany" 5 2 9 8 2 8 2 2 7 9
"4222" "Germany" 5 5 4 8 4 5 5 6 6 5
"4223" "Germany" 9 1 10 10 1 10 4 1 10 10
"4224" "Germany" 1 1 1 1 1 1 1 1 10 10
"4225" "Germany" 5 1 10 10 1 10 5 1 10 10
"4226" "Germany" 2 1 10 2 1 10 2 1 10 10
"4227" "Germany" 8 2 9 9 4 7 7 3 9 9
"4228" "Germany" 9 1 10 7 1 10 5 1 10 10
"4229" "Germany" 10 1 10 8 1 1 10 1 10 10
"4230" "Germany" 7 1 10 10 1 10 4 1 10 10
"4231" "Germany" 10 1 10 10 1 10 6 1 10 10
"4232" "Germany" 10 1 10 10 1 10 5 1 10 10
"4233" "Germany" 10 1 10 8 6 9 2 1 10 10
"4234" "Germany" 6 2 10 10 3 10 6 2 10 9
"4235" "Germany" 9 1 9 8 1 10 10 1 10 8
"4236" "Germany" 6 1 10 8 1 6 1 1 10 10
"4237" "Germany" 5 1 10 8 1 10 1 1 10 6
"4238" "Germany" 8 1 9 5 2 9 2 1 10 10
"4239" "Germany" 5 1 10 8 1 10 1 1 10 9
"4240" "Germany" 6 1 10 6 2 10 1 1 10 9
"4241" "Germany" 5 1 10 8 1 10 2 1 10 8
"4242" "Germany" 2 1 10 9 1 9 2 1 10 5
"4243" "Germany" 6 1 10 10 1 10 2 1 10 7
"4244" "Germany" 6 1 10 8 1 9 2 1 10 9
"4245" "Germany" 5 1 10 8 1 6 3 1 10 9
"4246" "Germany" 6 1 10 10 1 10 2 1 10 10
"4247" "Germany" 5 1 9 5 1 10 5 1 10 9
"4248" "Germany" 5 1 10 7 1 9 3 1 10 9
"4249" "Germany" 8 1 10 8 1 10 3 1 10 10
"4250" "Germany" 5 1 10 8 1 9 5 1 10 9
"4251" "Germany" 7 1 10 10 1 10 4 4 10 9
"4252" "Germany" 5 1 10 10 1 10 8 1 10 10
"4253" "Germany" 10 1 10 10 1 10 10 1 10 10
"4254" "Germany" 10 1 10 10 1 10 10 1 10 10
"4255" "Germany" 5 1 10 6 1 6 5 1 10 8
"4256" "Germany" 8 1 10 8 1 6 7 1 10 10
"4257" "Germany" 9 1 10 8 1 10 6 1 10 10
"4258" "Germany" 1 1 10 4 1 10 2 1 10 10
"4259" "Germany" 8 1 10 7 1 8 8 1 10 10
"4260" "Germany" 7 1 10 7 1 8 6 1 10 10
"4261" "Germany" 10 1 10 10 2 10 10 1 10 10
"4262" "Germany" 9 1 10 8 1 10 7 2 10 10
"4263" "Germany" 10 1 10 8 1 10 4 1 8 10
"4264" "Germany" 3 3 8 8 2 8 8 2 8 10
"4265" "Germany" 8 1 9 8 1 8 6 3 9 10
"4266" "Germany" 7 1 9 8 1 9 7 1 10 10
"4267" "Germany" 6 1 10 8 1 9 7 1 10 10
"4268" "Germany" 9 3 9 7 5 4 6 2 10 10
"4269" "Germany" 10 1 10 9 8 8 7 3 10 10
"4270" "Germany" 4 2 10 9 1 8 3 1 10 10
"4271" "Germany" 7 1 10 7 1 6 3 1 10 10
"4272" "Germany" 9 1 10 6 2 7 8 1 10 10
"4273" "Germany" 9 5 10 8 4 8 10 5 10 9
"4274" "Germany" 8 2 8 7 7 8 9 3 10 7
"4275" "Germany" 10 6 10 7 4 7 6 1 7 7
"4276" "Germany" 8 4 8 8 5 7 8 5 10 8
"4277" "Germany" 1 2 8 10 3 8 5 4 5 8
"4278" "Germany" 8 1 10 8 1 10 8 2 10 9
"4279" "Germany" 5 1 10 10 7 4 3 1 10 10
"4280" "Germany" 5 1 10 10 1 5 10 1 10 10
"4281" "Germany" 4 1 10 7 1 5 10 1 10 10
"4282" "Germany" 3 1 10 7 1 4 4 1 10 10
"4283" "Germany" 4 1 10 8 1 4 7 1 10 10
"4284" "Germany" 1 1 10 7 1 1 10 1 10 10
"4285" "Germany" 1 1 10 10 1 5 1 1 10 10
"4286" "Germany" 5 1 10 6 1 1 10 1 10 10
"4287" "Germany" 5 1 10 6 1 1 10 1 10 4
"4288" "Germany" 3 1 10 10 1 10 10 1 10 10
"4289" "Germany" 5 1 10 4 1 10 10 1 10 10
"4290" "Germany" 5 1 10 4 1 5 10 1 10 10
"4291" "Germany" 7 1 10 7 1 1 10 1 10 10
"4292" "Germany" 1 1 10 6 1 1 10 1 10 10
"4293" "Germany" 10 3 10 10 1 5 9 2 10 10
"4294" "Germany" 1 1 10 10 10 10 10 1 10 10
"4295" "Germany" 10 1 10 10 1 9 8 1 10 10
"4296" "Germany" 10 1 10 10 1 7 10 1 10 10
"4297" "Germany" 10 1 10 9 1 10 10 1 10 10
"4298" "Germany" 10 1 10 10 1 10 10 1 10 10
"4299" "Germany" 5 3 9 6 5 4 7 2 8 7
"4300" "Germany" 9 1 10 8 1 8 8 1 10 10
"4301" "Germany" 6 5 5 8 1 5 5 4 8 10
"4302" "Germany" 10 1 10 10 1 1 6 1 10 9
"4303" "Germany" 3 3 8 8 4 6 8 8 10 8
"4304" "Germany" 9 1 10 6 1 10 6 1 10 10
"4305" "Germany" 6 1 10 9 1 10 8 1 10 10
"4306" "Germany" 7 1 10 7 2 7 7 1 10 10
"4307" "Germany" 5 2 9 5 2 7 6 2 10 10
"4308" "Germany" 5 2 9 5 6 6 5 3 7 7
"4309" "Germany" 5 5 2 7 6 5 5 4 9 8
"4310" "Germany" 8 1 10 9 1 10 4 1 10 9
"4311" "Germany" 8 1 10 10 1 8 6 1 10 10
"4312" "Germany" 7 6 10 6 1 10 5 1 5 10
"4313" "Germany" 7 3 5 8 3 5 6 5 10 8
"4314" "Germany" 6 3 5 3 5 5 5 1 5 5
"4315" "Germany" 10 1 10 8 1 10 8 1 10 10
"4316" "Germany" 8 1 10 8 1 10 8 1 8 10
"4317" "Germany" 10 1 10 10 1 10 10 1 10 10
"4318" "Germany" 10 1 10 10 1 10 10 1 10 10
"4319" "Germany" 10 1 10 10 1 10 8 1 10 10
"4320" "Germany" 6 2 10 9 3 8 4 5 10 10
"4321" "Germany" 8 1 10 10 8 10 8 1 10 10
"4322" "Germany" 8 3 10 7 3 8 8 2 10 9
"4323" "Germany" 10 2 10 10 2 10 10 2 10 10
"4324" "Germany" 10 1 10 10 1 10 10 1 10 10
"4325" "Germany" 8 2 10 8 2 5 4 2 10 8
"4326" "Germany" 1 1 10 8 1 4 6 1 10 10
"4327" "Germany" 9 2 10 8 1 7 7 2 10 10
"4328" "Germany" 9 1 10 10 3 10 7 1 10 10
"4329" "Germany" 6 3 9 8 1 5 7 2 9 10
"4330" "Germany" 10 1 9 8 1 10 4 1 10 10
"4331" "Germany" 5 1 10 10 1 10 8 1 10 10
"4332" "Germany" 5 2 10 10 1 7 3 2 10 10
"4333" "Germany" 9 1 10 10 2 10 4 1 10 10
"4334" "Germany" 8 1 10 6 1 10 6 1 6 10
"4335" "Germany" 7 1 10 7 1 10 5 1 10 10
"4336" "Germany" 8 1 10 8 1 10 5 1 10 10
"4337" "Germany" 8 1 10 10 1 10 8 1 10 10
"4338" "Germany" 10 1 10 10 1 10 5 1 10 10
"4339" "Germany" 5 1 10 10 1 10 5 1 10 10
"4340" "Germany" 8 1 10 10 1 10 1 1 10 10
"4341" "Germany" 10 1 10 8 1 8 6 1 10 10
"4342" "Germany" 7 1 10 10 1 8 8 1 10 10
"4343" "Germany" 4 1 10 10 1 10 8 1 10 10
"4344" "Germany" 6 1 10 9 1 8 6 1 10 8
"4345" "Germany" 8 1 10 10 3 9 1 1 10 10
"4346" "Germany" 8 1 10 8 1 9 3 1 10 10
"4347" "Germany" 8 1 10 10 1 10 1 1 10 10
"4348" "Germany" 10 1 10 10 1 10 10 1 10 10
"4349" "Germany" 10 1 10 10 1 10 6 1 10 10
"4350" "Germany" 10 1 10 10 1 10 1 1 10 10
"4351" "Germany" 7 1 10 10 1 10 1 1 10 10
"4352" "Germany" 10 1 10 10 1 10 5 1 10 10
"4353" "Germany" 10 1 10 10 1 10 7 1 10 10
"4354" "Germany" 10 1 10 10 1 10 8 1 10 10
"4355" "Germany" 10 1 10 10 1 10 5 1 10 10
"4356" "Germany" 10 1 10 10 1 10 1 1 10 10
"4357" "Germany" 3 1 10 10 1 10 5 1 10 10
"4358" "Germany" 10 1 10 10 1 10 10 1 10 10
"4359" "Germany" 5 1 10 10 10 5 10 1 10 10
"4360" "Germany" 5 1 10 6 1 10 3 1 10 10
"4361" "Germany" 6 1 10 6 1 8 1 1 10 9
"4362" "Germany" 5 5 5 5 5 5 5 5 7 4
"4363" "Germany" 4 1 10 8 1 9 8 1 10 10
"4364" "Germany" 8 1 10 5 3 10 2 1 10 9
"4365" "Germany" 10 1 10 7 3 10 5 1 10 9
"4366" "Germany" 6 1 10 7 1 10 5 1 1 10
"4367" "Germany" 10 1 10 8 1 10 3 1 10 10
"4368" "Germany" 10 1 10 10 2 10 7 1 10 10
"4369" "Germany" 8 1 10 10 1 10 10 1 10 10
"4370" "Germany" 3 1 9 6 2 8 6 2 9 8
"4371" "Germany" 3 2 9 4 3 7 6 2 9 8
"4372" "Germany" 5 2 8 5 3 7 5 2 10 10
"4373" "Germany" 6 2 8 5 3 7 6 2 9 9
"4374" "Germany" 5 3 10 6 5 9 6 1 10 10
"4375" "Germany" 1 1 10 10 1 10 10 1 10 10
"4376" "Germany" 1 1 7 10 1 1 3 1 8 8
"4377" "Germany" 1 1 6 7 2 4 3 3 5 8
"4378" "Germany" 4 5 5 10 1 5 5 1 10 5
"4379" "Germany" 6 2 7 7 2 7 10 7 10 8
"4380" "Germany" 8 1 9 10 1 7 8 2 10 10
"4381" "Germany" 10 1 10 10 1 8 4 1 10 10
"4382" "Germany" 8 3 10 9 4 9 3 3 9 10
"4383" "Germany" 9 4 10 10 1 9 8 1 10 8
"4384" "Germany" 9 1 10 10 1 7 7 2 10 10
"4385" "Germany" 10 1 10 8 1 6 9 1 10 10
"4386" "Germany" 10 1 10 10 1 1 3 2 10 9
"4387" "Germany" 10 3 10 10 1 9 6 5 10 10
"4388" "Germany" 8 3 8 9 2 4 3 2 10 7
"4389" "Germany" 4 1 10 8 2 9 3 2 9 10
"4390" "Germany" 10 1 10 10 8 10 9 9 9 10
"4391" "Germany" 6 1 10 8 1 10 1 1 10 10
"4392" "Germany" 9 1 10 10 1 10 10 1 10 9
"4393" "Germany" 6 1 10 8 2 10 4 1 9 10
"4394" "Germany" 8 1 10 8 1 10 6 2 10 10
"4395" "Germany" 6 3 9 6 2 9 5 5 9 9
"4396" "Germany" 8 1 10 10 1 10 4 1 10 10
"4397" "Germany" 9 1 10 8 1 10 2 1 10 10
"4398" "Germany" 10 1 10 10 1 10 7 1 10 10
"4399" "Germany" 9 2 10 10 5 10 5 1 10 10
"4400" "Germany" 10 1 10 10 1 10 6 1 10 10
"4401" "Germany" 9 1 10 10 2 10 5 1 10 10
"4402" "Germany" 5 5 10 3 10 3 5 10 10 10
"4403" "Germany" 5 3 10 5 3 9 9 1 10 9
"4404" "Germany" 10 1 10 6 10 10 3 10 7 10
"4405" "Germany" 10 1 10 10 1 10 2 1 10 10
"4406" "Germany" 9 1 10 10 1 10 6 1 10 10
"4407" "Germany" 7 1 10 7 1 10 10 1 10 10
"4408" "Germany" 10 1 10 7 1 10 8 1 10 10
"4409" "Germany" 2 1 10 10 1 10 5 1 10 10
"4410" "Germany" 9 1 10 10 1 10 10 1 10 10
"4411" "Germany" 7 1 10 10 7 10 10 1 10 10
"4412" "Germany" 8 1 10 6 1 7 1 1 10 8
"4413" "Germany" 5 1 10 8 5 9 8 2 9 9
"4414" "Germany" 5 1 9 6 1 10 5 1 10 10
"4415" "Germany" 8 1 10 10 3 10 3 1 9 10
"4416" "Germany" 10 1 10 8 2 10 2 1 10 10
"4417" "Germany" 8 6 10 10 1 10 10 1 10 8
"4418" "Germany" 7 4 10 10 1 5 10 1 10 10
"4419" "Germany" 8 1 10 10 1 10 10 1 10 10
"4420" "Germany" 9 7 10 8 1 10 6 1 10 10
"4421" "Germany" 10 8 9 9 1 9 6 1 9 10
"4422" "Germany" 10 8 10 9 1 8 9 1 10 10
"4423" "Germany" 7 1 10 8 1 9 7 1 10 10
"4424" "Germany" 4 6 10 8 1 8 7 1 10 10
"4425" "Germany" 7 2 2 2 3 4 5 9 9 9
